"Index","Name","Volume","Margulis Number","Geodesic Length 1","Geodesic Length 2","Ortholine Length"
3194,"s723(-1,4)",4.732605224368183840986665660,1.1106570686626613,(0.59549268067+2.46991387709j),(0.904052386392-1.99315968556j),0.842234717252436
3195,"s783(-3,2)",4.732636269926893034244437784,1.2016310719082863,(0.386293995081-2.87719940983j),(0.623961305338-3.01447526989j),1.425009285435566
3196,"s798(-4,1)",4.732903286942933591632148308,1.0828775198226561,(0.668116782156+2.54598747832j),(0.706328042046-2.07479129872j),0.889398691986833
3197,"v2028(2,3)",4.732956939162713943291556270,1.0669309753699454,(0.539387833004+1.52665320717j),(0.777948910884-2.2798399286j),1.001959746249966
3198,"v2568(3,1)",4.733182392655024443202303386,1.0985522521104609,(0.650307440384-2.71896370178j),(0.81361620698-1.85075833826j),0.871882276090413
3199,"s818(2,3)",4.733676318996874906416734540,1.2940583111387687,(0.599307103972-2.78939177759j),(0.802161779909+1.12825380973j),1.325390255375956
3200,"s817(2,3)",4.733676318996874906416734540,1.396017813594697,(0.802161779909-2.01333884386j),(1.39601781359-2.80853427426j),0.594150251376805
3201,"s729(-3,4)",4.733902840512320633038457377,1.1833315583520523,(0.486437451531+2.76513485322j),(0.89376774759-2.17349090002j),0.974421092112685
3202,"s705(-2,3)",4.734271815762014773423455443,1.1528564536033366,(0.970550865082-2.47605244796j),(1.05244599392+1.50057648383j),0.604808316450219
3203,"s702(5,1)",4.734498910939482435598250730,1.2045743705306222,(0.698994197203-2.32506007964j),(0.890325820512-1.73523188995j),0.995610246693034
3204,"v1498(4,1)",4.734967731565662420596010637,1.1563471973062496,(0.582448841307+2.25870603946j),(0.595070971238+2.04930554124j),1.092967054442286
3205,"s885(2,3)",4.734985229975923178230022069,1.2653960638457418,(1.09203016821+2.75923419498j),(1.18508548957+2.56474605578j),0.525750711330191
3206,"s708(2,3)",4.735121591516384094457155707,1.350682970237353,(1.06847639556-1.2285562424j),(1.35068297024+1.61884449521j),0.378705152201174
3207,"s727(-5,2)",4.735364084038657376351821594,1.2247847940311756,(0.368887079329-1.51505666079j),(1.12642130868+3.12491528961j),1.020869091770554
3208,"s690(-5,1)",4.735842375072600800557108639,1.0546911994938852,(0.792343811128-2.56844933502j),(0.852064652117+1.88704364718j),0.707195873364252
3209,"s862(5,1)",4.736100462456664507222315475,1.1423162535548865,(0.490671196599-0.82496724798j),(0.814415699543+3.0421469134j),1.384364305247926
3210,"v1498(-1,4)",4.736274952828263217106524760,1.0879162304499155,(0.72529719085+2.34547085155j),(0.835227738072-1.96320484305j),0.816318180512843
3211,"s923(4,1)",4.736923822875307514028688970,1.1692011645691278,(0.513495669387-1.83370237913j),(0.650531405797-1.33077732752j),1.319539328738477
3212,"s722(1,3)",4.737097322451171974445737474,1.3406494127127548,(0.317034334385+1.9913859026j),(0.99765373607-1.20368978902j),1.50637990212665
3213,"s721(5,1)",4.737097322451171974445737474,1.2549175954706553,(0.317034334385-1.15020675099j),(0.99765373607-1.20368978902j),1.506379902127066
3214,"s773(4,1)",4.737290226749612019050926915,1.1472973281386643,(0.380143035967-1.25193088356j),(0.812651082479-2.10862530671j),1.273126497864451
3215,"s781(-5,1)",4.737290226749612019050926915,1.2323584497995208,(0.380143035967+1.25193088356j),(0.578741896785+1.44332744561j),1.635730122187166
3216,"s786(4,1)",4.737290226749612019050926915,1.2002611972053052,(0.578741896785-1.44332744561j),(0.578741896785-1.44332744561j),1.436874170548593
3217,"v2656(-4,1)",4.737629724510867109633490776,1.0836650496880571,(0.824884740859+2.75583444696j),(0.91853878177+2.31490933792j),0.645079038358073
3218,"s939(1,2)",4.737682339333716265506945377,1.2312876466739564,(0.762973369462+2.92918911017j),(0.762973369462+2.92918911017j),0.948638695442293
3219,"s885(-3,1)",4.738013751863763382535564770,1.1725653030246475,(0.501854938231+1.75097165904j),(0.809689546635+2.79715129976j),1.071048141040651
3220,"v1538(2,3)",4.738156902846813595633296864,1.0778720455707795,(0.747555216834+1.02341735091j),(0.751916328484-1.49361274348j),1.136273925843941
3221,"s768(-4,1)",4.738286128493001143075843406,1.2333755025600104,(0.301899009843+2.59103256919j),(0.371408228034+1.48751307936j),1.657011798834049
3222,"s921(-3,2)",4.739075209628733066000809188,1.2425960530707436,(1.02111916259+1.656840347j),(1.05704586657-2.26907375383j),0.755099436417575
3223,"v1368(1,3)",4.739474939381317002332618962,No Dirichlet Domain,0,0,0
3224,"s718(-1,3)",4.739474939381317002332618962,1.3485907410239928,(1.3541726241-2.65564828584j),(1.3541726241-2.65564828584j),0.034201041895452
3225,"s730(-5,2)",4.740060511196875252732039329,1.1445030337205837,(0.329913465748-2.83098795907j),(0.893980136346+1.31734131161j),1.441609636937546
3226,"s821(-2,3)",4.741387031051602397626514640,1.1793059138427826,(0.683214707463+2.13590239948j),(0.932674095715+2.4345574974j),0.891412681489211
3227,"v1676(-5,1)",4.741387031051602397626514640,1.1253722792338523,(0.434116046563+0.991808047779j),(0.743137110695+1.17246977208j),1.552052207419272
3228,"s911(3,1)",4.741894102533908069871582326,1.0559818715604588,(0.74337671884+1.95815714867j),(0.74337671884+1.95815714867j),0.852984047445787
3229,"s707(-5,2)",4.742165225060143165744385964,1.3200411105913328,(0.3077612399-2.67562072962j),(1.02726409361-1.35229309138j),1.52799775262156
3230,"v1368(5,2)",4.742285061364914075524106672,1.1566342963422187,(0.301511421849+2.783018951j),(0.597250440253-1.10618082105j),1.764331726455045
3231,"s718(-5,2)",4.742285061364914075524106672,1.307479994426602,(0.301511421848-2.783018951j),(0.597250440253-2.03541183254j),1.764331726455205
3232,"v1682(3,2)",4.742520015411834424560321836,1.298099808024801,(0.514686679957+1.60260295131j),(1.29783355935+3.10258284918j),0.779319871150712
3233,"s727(2,3)",4.742674493183429500243868818,1.3088333475825282,(0.323958773065-1.56746655202j),(0.364968185652+2.48310299842j),1.596216538490199
3234,"s764(4,1)",4.743948038407325215399286320,1.1046291349704933,(1.0763453196-1.74265828948j),(1.0763453196-1.74265828948j),0.286375075095432
3235,"s763(-3,4)",4.743948038407325215399286320,1.104629134970494,(0.741214140345+2.11904933985j),(0.741214140345+2.11904933985j),0.895188255109047
3236,"s734(-5,1)",4.744225244510660053749388532,1.1058411994781563,(0.479422354708-1.3968458063j),(0.928279327774-2.31135036516j),1.019904908170516
3237,"v1408(-5,1)",4.744225244510660053749388532,1.1148531645423723,(0.318010278593+1.16091807858j),(0.826380773304+2.38446331305j),1.259386157188361
3238,"s902(3,1)",4.744228811253861029291939171,1.0657465758845126,(0.575109485026-1.52846840902j),(0.906208973454-1.95834269865j),0.911299358008245
3239,"s746(2,3)",4.744432167762861228147945282,1.2450058460333542,(0.628859226901+1.53089745897j),(0.967223764529+1.8718526279j),1.144437826473341
3240,"s869(3,2)",4.744935250795890620037852786,1.2664540376235662,(0.77283388052-2.53338160562j),(1.11245024297+1.11884600548j),0.925336605965702
3241,"s819(-2,3)",4.746425565891984126440739677,1.2997023857739822,(0.535101382812-2.75176054053j),(0.700916643039+1.14240738344j),1.420060354616106
3242,"v1538(-5,1)",4.747014816764885449163982782,1.0393983724124132,(0.589199463886+1.18523690491j),(0.680835408397-1.6761016939j),1.155975242555324
3243,"v1422(2,3)",4.747043623746022507976079520,1.1097186488077533,(0.477060072266+1.85527987518j),(0.712232111381+2.3107935795j),1.04835952458829
3244,"v1937(5,1)",4.747750543096242132827388297,1.2023949944491619,(0.482781927735-0.969951380043j),(0.627949619763-2.68576063375j),1.480175808227354
3245,"s708(6,1)",4.748036893627949711827903243,1.2118072628316676,(0.305136524805-0.936505401268j),(0.993305127745-1.36519369139j),1.539302742925809
3246,"s733(-4,3)",4.749243954924670812860328557,1.2980690945338185,(0.409370886444-2.74040773053j),(1.00734792029+1.33997102147j),1.390852654131168
3247,"s907(-4,1)",4.749447333529166840963886745,1.0439202796029854,(0.840293090666+3.10606743907j),(0.90363199781+2.8446621501j),0.556454203870331
3248,"s874(4,1)",4.749499981874438508498086556,1.1279269214290655,(0.557781820587-1.42316096859j),(0.777493888276+2.9249298132j),1.081794971638597
3249,"s798(4,1)",4.749499981874438508498086556,1.0904537728077828,(0.649108423603-2.15373767908j),(0.735747413467+2.62615802308j),0.883849892479931
3250,"v2380(1,3)",4.749499981874438508498086556,1.090003069532635,(1.02910479317-2.21354114326j),(1.02910479317-2.21354114326j),0.374659999877243
3251,"v2018(-4,1)",4.749499981874438508498086556,1.1108443341714715,(1.1045738242-2.09704584033j),(1.1045738242-2.09704584033j),0.124569417033508
3252,"v2715(-1,2)",4.749499981874438508498086556,1.1178286001174433,(0.777493888276-2.9249298132j),(0.920913722295-1.96158758092j),0.746421522824304
3253,"v3215(1,2)",4.749499981874438508498086556,1.2523883794302222,(1.11556364117+2.84632193717j),(1.11556364117+2.84632193717j),0.546759350111991
3254,"s942(1,2)",4.749499981874438508498086556,1.1501446893789009,(0.777493888276+2.9249298132j),(0.777493888276+2.9249298132j),0.831378391762929
3255,"s779(-5,2)",4.749499981874438508498086556,1.2019037504424614,(1.14908373513+1.82571871343j),(1.14908373513+1.82571871343j),0.392134276116017
3256,"s772(-5,2)",4.749499981874438508498086556,1.1073656768340863,(0.83667273088-2.13474145288j),(0.83667273088-2.13474145288j),0.783255985353072
3257,"s775(-5,2)",4.749499981874438508498086556,1.3547210857687448,(0.38224508584-2.57022822424j),(1.2281353485-2.46529848782j),1.106779650622355
3258,"s778(3,2)",4.749499981874438508498086556,1.1073656768340996,(0.893181029584-2.53363441113j),(0.893181029584-2.53363441113j),0.658212448129035
3259,"s787(-5,2)",4.749499981874438508498086556,1.2019037504423886,(0.557781820587-1.42316096859j),(0.557781820587-1.42316096859j),1.470981316695088
3260,"v2984(-3,1)",4.749499981874438508498086556,1.252388379429942,(0.901018064367+1.25470114839j),(0.901018064367+1.25470114839j),1.203329933462465
3261,"s775(3,2)",4.749499981874438508498086556,1.3513110905545798,(1.26461536045+0.79339272437j),(1.29821684721+1.97570994901j),0.540566841795765
3262,"v2217(-4,1)",4.749499981874438508498086556,1.1763307800795688,(0.557781820587+1.42316096859j),(1.14673525752-2.57022822424j),0.845224666891323
3263,"s779(3,2)",4.749499981874438508498086556,1.1844079337449052,(1.16624083241+1.89579058738j),(1.16624083241+1.89579058738j),0.225773889868958
3264,"s772(3,2)",4.749499981874438508498086556,1.1264380461709409,(0.649108423603-2.15373767908j),(0.649108423603-2.15373767908j),1.005736440336571
3265,"s787(3,2)",4.749499981874438508498086556,1.184407933745067,(0.737269066671-1.38853676605j),(0.737269066671-1.38853676605j),1.264615360448273
3266,"v3377(-1,2)",4.749499981874438508498086556,1.2523883794300916,(1.11556364117-2.84632193717j),(1.11556364117-2.84632193717j),0.546759350112013
3267,"v2876(1,2)",4.749499981874438508498086556,1.2221223727724775,(0.777493888276+2.9249298132j),(0.777493888276+2.9249298132j),0.924930255575226
3268,"s778(-5,2)",4.749499981874438508498086556,1.1264380461709378,(1.04508721722-2.45218429195j),(1.04508721722-2.45218429195j),0.421429811679219
3269,"s730(7,1)",4.749510093765678383639725826,1.0645694058468333,(0.328367245812-0.794936432046j),(0.788165537637+1.35110188345j),1.553200566889517
3270,"s784(1,3)",4.749838343274720684540028197,1.3184150502775454,(1.11545376943+2.75278909437j),(1.11545376943+2.75278909437j),0.679036322652617
3271,"s777(6,1)",4.749904177064485457294765224,1.099072977616768,(0.357688882862-0.882322575154j),(1.01407322262+2.6117154003j),1.2153355139584
3272,"s758(-2,3)",4.750430853687119155534094367,1.0931041522696101,(0.653764508666-2.67202110492j),(0.930660245285+2.27441526851j),0.739499779348821
3273,"s902(-4,1)",4.750574457815899689045104246,1.0697053121742393,(0.583790594558+1.51265794853j),(0.907685695468+1.81495562623j),0.928551225380007
3274,"v2632(-4,1)",4.751125817246811389528339150,1.134103873526672,(0.704185655731+1.30441711093j),(1.05979347646-1.04562342692j),0.927705196889839
3275,"v1585(-4,1)",4.751227100896689910201201852,1.1446979375014188,(0.378335761652+1.31182218027j),(0.532837492169+2.29176030014j),1.349034399736931
3276,"v3209(3,1)",4.751701965517899516974944381,1.2351748373063434,(1.16743116094-1.2686255456j),(1.16743116094-1.2686255456j),0.52290478809588
3277,"v2420(-3,1)",4.751701965517899516974944381,1.1183500920130514,(0.626050233863+1.87445653798j),(0.687456230507-2.11076098094j),1.02951605112598
3278,"v3208(3,1)",4.751701965517899516974944381,1.235174837306207,(0.987450935829+2.43745330828j),(0.987450935828+2.43745330829j),0.748856044040232
3279,"s775(4,1)",4.751701965517899516974944381,1.3857242259692899,(1.29288924231+0.85808200423j),(1.29288924231+0.85808200423j),0.697056792989647
3280,"s778(-5,1)",4.751701965517899516974944381,1.0885756038208709,(0.987450935829-2.43745330828j),(0.987450935829-2.43745330828j),0.462901164211832
3281,"s779(4,1)",4.751701965517899516974944381,1.1865668721943639,(1.16743116094+1.87296710799j),(1.16743116094+1.87296710799j),0.233039584484192
3282,"s772(4,1)",4.751701965517899516974944381,1.0885756038208714,(0.687456230508-2.11076098094j),(0.687456230508-2.11076098094j),0.928789785020033
3283,"s781(-4,3)",4.751701965517899516974944381,1.2251596743312179,(0.69705679299+1.43877066367j),(0.69705679299-1.70282198992j),1.292889242313199
3284,"s786(1,3)",4.751701965517899516974944381,1.1865668721943636,(0.69705679299-1.43877066367j),(0.69705679299-1.43877066367j),1.292889242313217
3285,"s787(4,1)",4.751701965517899516974944381,1.186566872194448,(0.69705679299-1.43877066367j),(0.69705679299-1.43877066367j),1.292889242313259
3286,"s773(1,3)",4.751701965517899516974944381,1.1865668721943621,(0.687456230508-2.11076098094j),(0.687456230508-2.11076098094j),1.062135496849536
3287,"s779(-5,1)",4.751701965517899516974944381,1.1955046590776979,(1.16073532328+1.84552906695j),(1.16073532328+1.84552906695j),0.31652268664892
3288,"s890(-4,1)",4.751701965517899516974944381,1.1988011980645672,(0.586737354336+1.28147378227j),(0.897922571849+2.52103663181j),1.164449929303356
3289,"s775(-5,1)",4.751701965517899516974944381,1.3593568218577412,(0.362302218524+1.31228285916j),(1.31493304732-2.52787207402j),1.12729985169658
3290,"s778(4,1)",4.751701965517899516974944381,1.0788239408999158,(0.90948758928-2.4822441678j),(0.90948758928-2.4822441678j),0.586637855638711
3291,"s889(-1,3)",4.751701965517899516974944381,1.1624148775841594,(0.477614257653+2.33525887683j),(0.897922571849+2.52103663181j),0.935495132128046
3292,"s787(-5,1)",4.751701965517899516974944381,1.1955046590777041,(0.604254304547-1.45231530448j),(0.604254304547-1.45231530448j),1.399984678132079
3293,"s772(-5,1)",4.751701965517899516974944381,1.0788239408998648,(0.783133513359-2.09755632528j),(0.783133513359-2.09755632528j),0.812209682731168
3294,"s819(-5,1)",4.751701965517899516974944381,1.2166519437138035,(0.407366706368+1.20050273006j),(0.911282995166+1.29354827302j),1.445585469866048
3295,"v1638(-5,1)",4.751701965517899516974944381,1.1900058520248411,(0.358685324513+1.78596391827j),(0.407366706375+1.20050273007j),1.574007689039715
3296,"s817(-1,3)",4.751701965517899516974944381,1.3119779135804315,(0.71737064874-2.71125747116j),(1.29572953107+1.83262336861j),0.65974595866178
3297,"s818(-1,3)",4.751701965517899516974944381,1.3139729895180565,(0.71737064874-2.71125747116j),(0.911282995166+1.29354827302j),1.190123169836381
3298,"s730(5,2)",4.751893319263624817724281975,1.0787561195627413,(0.703436559907+3.11189208212j),(0.772813430181+1.3023056684j),0.933617377333459
3299,"s871(-3,1)",4.752402678382394122283084464,1.1396145904170134,(0.526340670699+1.65668320582j),(0.782646086223+2.05962316376j),1.099536983242859
3300,"s847(-3,2)",4.752655876936751932512508929,1.2445483190324553,(1.05103461155+1.95093237208j),(1.06770056438-1.74252208868j),0.73190323051263
3301,"s762(3,4)",4.752682787193761089803826692,1.2539364740577361,(0.449759982952+2.37897652684j),(1.11806646343+3.06617287039j),0.888977428335211
3302,"s749(4,3)",4.752766312451326289103978279,1.3639744651805683,(0.404664685253+2.46433008702j),(0.42353163821+2.25044629848j),1.439592418287277
3303,"v1396(-1,4)",4.753183836327161165793273206,1.2054217214703282,(0.345611948091+1.33402165937j),(0.480520792664+2.30647352099j),1.442746901226118
3304,"v2874(-3,1)",4.753238229630976484007620895,1.2097092777137322,(1.14344863141-1.04707549781j),(1.14344863141-1.04707549781j),0.555651687708356
3305,"v1761(1,3)",4.753238229630976484007620895,1.1553887852059321,(0.799313207035-1.6285209185j),(0.862044228933-1.99727330706j),0.94442787043665
3306,"s874(-1,3)",4.753238229630976484007620895,1.1806012549588185,(0.841729440468-2.90060210986j),(1.02854150064+2.85535649506j),0.685037498869566
3307,"v2655(4,1)",4.753238229630976484007620895,1.0604203218956929,(0.814322412378-1.30770039279j),(0.884400186347+2.45702655403j),0.773773457771778
3308,"v2018(1,3)",4.753238229630976484007620895,1.1494513523585366,(0.555317273339+1.95671702435j),(0.832043279145+1.88539985985j),1.034863820899529
3309,"s741(3,2)",4.753524114596983673398502625,1.1461014182554312,(0.662582273923+2.29992391574j),(0.761669533901+2.03080993442j),0.971754205744677
3310,"s865(2,3)",4.753751071766243859224708595,1.0693908484144645,(0.520362867531+1.5753076769j),(0.75846077993+1.83001817428j),1.058447607201654
3311,"v2200(-2,3)",4.754169894735104037913837471,1.165226533713495,(0.540617866287+2.22023217522j),(1.04861128377-2.29534152915j),0.820224320273475
3312,"s845(-3,2)",4.754349297181322508948424363,1.2298533285874411,(0.393667145055-2.1895311413j),(1.01247907988+2.59335901441j),0.985322736985611
3313,"v1676(-3,2)",4.754423352091624237428872865,1.2268958753013923,(0.399489157743-2.79010606211j),(0.789020776578+1.11284818319j),1.552559335588469
3314,"s743(4,1)",4.754541788883654757486257722,1.2211501754058172,(0.329375288707-1.38843192804j),(0.466313961268-1.99510769804j),1.492953167349552
3315,"s745(-5,2)",4.754735161539002281178330516,1.1322763023669982,(0.33300390844-2.71152092668j),(0.893987228937-2.25565599479j),1.183306983689902
3316,"v1534(-1,3)",4.754859257282787953501722000,1.1137638433571984,(0.683433314096+2.7987903413j),(1.05074096597-2.00098131963j),0.637393309009071
3317,"s733(2,3)",4.754955846552055308087687024,1.2906911372827625,(0.33565048163-2.66348247124j),(0.862529849886+1.52652519407j),1.520347693417962
3318,"v2413(-1,3)",4.755352219399070166299133813,1.0809330266435786,(1.02141206008-2.14754126022j),(1.02141206008-2.14754126022j),0.373918921051902
3319,"s727(-5,1)",4.755399490185208337431035781,1.2123459695883105,(0.300652582421+1.31654154875j),(0.58656129136-2.31445943437j),1.439836339509579
3320,"v1516(-4,1)",4.756252211885429536630989611,1.1481308237149115,(0.351356854948+1.33480713968j),(0.587884509906+2.26935509104j),1.337630927571659
3321,"v1543(4,1)",4.757006143659699465563622975,1.1904205598382005,(0.366843407332-1.46754459324j),(0.395163448735-1.61793179959j),1.516537106000373
3322,"s783(-6,1)",4.757409742956650798048459087,1.0788042074518598,(0.356310452271+0.80179002742j),(0.738697676605-2.98262137974j),1.433426864121376
3323,"s732(5,2)",4.757773515046110184776919356,1.2568400694473285,(0.343808835376-2.7111771231j),(0.868652634292+1.41736287423j),1.511064196179139
3324,"s793(-3,4)",4.757896855353062424078786989,1.1655666807087075,(0.956490273739-1.94719857313j),(1.15723718255-1.86227342479j),0.446543568166898
3325,"s733(5,1)",4.758222438410923152581434653,1.2712785501728554,(0.304720757893-1.07843617749j),(1.01058432274+1.60244854918j),1.502648491416574
3326,"s919(-3,1)",4.758458115291002922732459932,1.2047186058974941,(0.844749321818-1.88679048055j),(1.10554430357-2.12001690285j),0.741461962109219
3327,"s820(4,1)",4.758541981127192685507274839,1.134074947780392,(0.739252940084+1.31768029896j),(1.12628169938+2.11993221362j),0.675569157459077
3328,"s823(-6,1)",4.758804174219936364811050848,1.1625380699663974,(0.405859458102+0.840261042857j),(0.767828478412-2.87136459818j),1.48985443738861
3329,"v2696(-2,3)",4.759042856121927254462411747,1.0821418458373924,(0.788163340492+2.24284736438j),(0.942687954519-2.92998404026j),0.65124978960677
3330,"s722(6,1)",4.759086509534364923113388342,1.1759363203427067,(0.308873049158-0.899304150032j),(0.930976969721-1.32480670686j),1.566219283686225
3331,"s786(-4,3)",4.759397082219336731883810186,1.1377567304986269,(0.63142232944-1.26612249082j),(0.63142232944-1.26612249082j),1.391485354342165
3332,"s773(-4,3)",4.759397082219336731883810186,1.1377567304986245,(0.718553380715-2.2856987522j),(0.718553380715-2.2856987522j),0.933465170492395
3333,"s781(1,3)",4.759397082219336731883810186,1.2333792979348095,(0.63142232944+1.26612249082j),(0.63142232944-1.87547016277j),1.391485354341576
3334,"s854(-3,2)",4.759544550499177729889521362,1.2749652779347347,(0.445681458236-2.87857052922j),(0.762139095934+1.70185483468j),1.464578182532502
3335,"v2696(-3,2)",4.759693887809223073270426494,1.1051844241338808,(0.995381948417-1.78540228142j),(1.06817796306-2.53628699375j),0.417422912289767
3336,"s882(3,2)",4.759818591387620882134095144,1.3074275870526619,(1.07603514616+2.24807234133j),(1.15265837891+1.34489359298j),0.771696875423146
3337,"s819(1,3)",4.759818591387620882134095144,1.3240207463956002,(0.400055537334+1.96564041143j),(0.618686147944+1.26495967766j),1.578333582711248
3338,"s818(5,1)",4.759818591387620882134095144,1.1525356769502351,(0.400055537334-1.17595224216j),(0.618686147944+1.26495967766j),1.578333582711309
3339,"s817(5,1)",4.759818591387620882134095144,1.256119009056496,(0.400055537334-1.17595224216j),(0.618686147944-1.87663297593j),1.578333582711262
3340,"v1373(5,3)",4.760447871497586349626383225,1.1983318995400711,(0.314814095557+1.52154100851j),(0.503986127774-1.75996788686j),1.453675272623621
3341,"v1572(-4,1)",4.760671644183188432538742054,1.1568460363814199,(0.376546127382+1.44264661702j),(0.376546127382+1.44264661702j),1.536236821109035
3342,"v1732(4,1)",4.760945652704470004685111301,1.091520417837216,(0.441707648507-1.30499636673j),(0.926500472228-1.78694815989j),1.08184043456532
3343,"v1589(-1,4)",4.761198919554945114827566929,1.1805340454638231,(0.37530237952-1.5454490932j),(0.448279734294-1.65522501997j),1.449917397496081
3344,"v1431(2,3)",4.761270673397681756467964955,1.098006986738955,(0.621571639056-1.46477955109j),(0.963028657133+2.61717713091j),0.874989056029733
3345,"s841(5,1)",4.762529363539924406391012061,1.0830203718908078,(0.406143889016-1.07054538666j),(0.977571240723+2.57588615002j),1.088054270249888
3346,"s783(7,1)",4.762614845457080641137713003,1.0783015966654081,(0.371980511458-0.778041493705j),(0.702256442225-2.79681915977j),1.461435113374594
3347,"v1814(4,1)",4.762940712807417399433947162,1.0971186630072698,(0.582231906779-2.25181360316j),(0.802259528094-2.48883394511j),0.881346319855698
3348,"s850(3,2)",4.763674747177272412689882899,1.197302329113115,(1.07017692694+1.34817627813j),(1.19730232911+1.10310768897j),0.014140535828536
3349,"s793(-4,3)",4.763700925918636386859599319,1.2468172462555209,(0.350744076022-1.72631636603j),(0.953887895266+2.34021749094j),1.161436331959516
3350,"v3511(-1,2)",4.764324278661483845167432685,1.0823083994441569,(0.542577450593-1.21762526687j),(0.73611327944-1.42978751715j),1.256342070467573
3351,"v2238(4,1)",4.764324278661483845167432685,1.1002040877692021,(0.670522140484-2.48350556436j),(0.670522140484-2.48350556436j),0.897152337742211
3352,"v1498(2,3)",4.764638088229416812313246698,1.1225097705419063,(0.62303365575+2.06385105132j),(0.665847194388+2.25246539077j),1.004905314031979
3353,"s763(3,2)",4.765064625244882385161492070,1.1213507706485291,(0.605286641102+2.16172270055j),(0.605286641102+2.16172270055j),1.032879987347279
3354,"v1585(5,1)",4.765086267500188185906241476,1.1025463843584153,(0.447950136364+1.32481523131j),(0.617120996862+2.33949578892j),1.226519864487047
3355,"s820(-3,2)",4.765322880733721496910087664,1.2678910162047354,(0.415605768712-2.44670426235j),(0.507497736846-1.81785052976j),1.335561717198795
3356,"s896(3,2)",4.765377439560273745741213469,1.2211508529051962,(1.00677477243+1.55847339771j),(1.21792823255+1.56169275805j),0.474994432187524
3357,"v2218(-1,2)",4.765401993499115881288470211,1.1654703001958475,(0.579996537147-3.09496120772j),(0.59155076086+1.03959149147j),1.327971924040965
3358,"v1368(2,3)",4.765939917900488964530741437,No Dirichlet Domain,0,0,0
3359,"s718(-2,3)",4.765939917900488964530741437,1.3529975561900527,(1.35746649034-2.64736517437j),(1.35746649034-2.64736517437j),0.043027858939646
3360,"s916(-3,2)",4.765939917900488964530741437,1.39332588411202,(0.609377863434-2.73796784113j),(1.35648021312+1.88908438939j),0.796020233767291
3361,"v2099(-4,1)",4.765939917900488964530741437,1.2472507184255193,(0.534532054117+1.47111277928j),(1.06906410823-0.199367095021j),1.35648021311805
3362,"v2101(3,1)",4.765939917900488964530741437,1.1943334720462677,(0.716516698435+2.34444280205j),(1.06906410823+2.94222555857j),0.755706539347169
3363,"s957(1,2)",4.765939917900488964530741437,1.170032436802378,(1.14908780589+1.53506375377j),(1.14908780589+1.53506375377j),0.265349907191014
3364,"s821(2,3)",4.765939917900488964530741437,1.1700324368023922,(0.716516698435+2.34444280205j),(0.716516698435+2.34444280205j),0.968495353402144
3365,"s960(1,2)",4.765939917900488964530741437,1.1700324368023609,(0.785214119642-1.70415259537j),(0.785214119642-1.70415259537j),1.051956168722086
3366,"v2787(-3,1)",4.765939917900488964530741437,1.2014588906656718,(1.14908780589+1.60652889982j),(1.14908780589+1.60652889982j),0.413277774298347
3367,"s823(6,1)",4.765939917900488964530741437,1.1675519271858537,(0.392607059821-0.852076297687j),(0.56121821806-1.90944854919j),1.66246040213677
3368,"v1644(-2,3)",4.765939917900488964530741437,1.147589869774738,(0.914066795149+2.17623354549j),(1.06906410823-2.94222555857j),0.568661505229883
3369,"v2100(-3,1)",4.765939917900488964530741437,1.1851866927717667,(0.534532054117+1.67047987431j),(0.785214119642-1.70415259537j),1.205275583496501
3370,"s741(4,1)",4.766160415678705388036033804,1.1601818636349897,(0.651651596079+2.31597965524j),(0.7236724996+2.06476140067j),1.009299780058447
3371,"s761(-5,1)",4.766405792565484427150425829,1.0772261794556197,(0.350703305476+1.05045408007j),(0.854298372663-2.32217713139j),1.229920045400241
3372,"s768(-1,4)",4.766597117826895005013944407,1.2823356157997288,(0.340657425798+2.54509836259j),(0.342331843387-1.4771268153j),1.655468932816581
3373,"v1398(-5,2)",4.766999598445245168918395006,1.1309083939834641,(1.08105937793+1.32591266467j),(1.08410115582-2.52722380013j),0.376456797173332
3374,"s751(1,3)",4.767583524908715301903190687,1.2163962822204444,(1.21461124867-2.72444144478j),(1.21461124867-2.72444144478j),0.063208816033764
3375,"v1466(-1,4)",4.767744479733693538865798673,1.2013961162175317,(0.335550582799-1.48890799059j),(0.54410855695+1.98634755788j),1.407142815976874
3376,"s732(-5,1)",4.767812654061192228724974066,1.2548789904019362,(0.305418876966+1.10059748966j),(0.93960143898+1.59466951448j),1.521364389012836
3377,"v1367(-3,4)",4.768004668206692512032884718,1.2168248035727824,(0.499005601417-1.09415376277j),(0.798365770315-2.69121989951j),1.359460479920511
3378,"v1666(4,1)",4.768004668206692512032884718,1.1372047005896728,(0.399182885159-1.34560994975j),(0.499005601412+2.04743889083j),1.359460479911186
3379,"s907(3,1)",4.768171281016309961569693797,1.0857946019096198,(0.7210673107-3.0902170381j),(0.82332087536+2.69275978932j),0.749351804095724
3380,"v1448(-5,1)",4.768254466614556647429142261,1.1135223961867438,(0.42258529243-1.4356185704j),(0.560584792542+2.09293733437j),1.261109291795799
3381,"s879(-4,1)",4.768358499122383470217092005,1.1816568864523174,(0.907796489226-1.30039486245j),(1.05113257854-2.95923036879j),0.77590574808294
3382,"s878(-1,3)",4.768358499122383470217092005,1.1816568864523846,(0.907796489226-1.30039486245j),(1.05113257854-2.95923036879j),0.77590574808296
3383,"s746(-5,2)",4.768359163446457282960733314,1.2304159921755822,(0.326213627718-2.66304142081j),(0.811411911223+1.6171620256j),1.450007018661051
