"Index","Name","Volume","Margulis Number","Geodesic Length 1","Geodesic Length 2","Ortholine Length"
5212,"v2919(1,2)",5.170966095913929438837436147,1.290452327720079,(0.570152278104+3.01654741457j),(0.84119580467-1.99118370883j),1.115314064998655
5213,"v2586(-4,1)",5.170983593898351638841818471,1.0812908688432783,(0.447399590293+1.28665375909j),(0.888351867285+2.13488318675j),1.073537001240784
5214,"s918(2,3)",5.170989469721151734946347834,1.3527643869971393,(0.440495618513+2.68206876882j),(1.08139964816-1.75850875818j),1.268626833902654
5215,"v2203(5,1)",5.171217369892256532195654483,1.281603317529627,(1.05367385348+1.28811973795j),(1.28160331753+0.786989991077j),0.296113040342043
5216,"v2202(-5,1)",5.171217369892256532195654483,1.1125458425104036,(0.302562025171+1.10951267692j),(0.664540779493+1.72195584025j),1.450745340528602
5217,"s897(5,1)",5.171217369892256532195654483,1.3224630388265928,(0.302562025171-1.10951267692j),(1.05367385348+1.28811973795j),1.582481296122649
5218,"s900(5,1)",5.171217369892256532195654483,1.4296106609765882,(0.302562025171-1.10951267692j),(0.586763501265+2.88861679514j),1.783541224026099
5219,"s899(1,3)",5.171217369892256532195654483,1.4551877353789313,(0.302562025171+2.03207997667j),(0.586763501265+2.88861679514j),1.783541224025676
5220,"v2671(-1,3)",5.171379789015809068786557305,1.1667733517191117,(0.912698286308+1.29055266815j),(1.12512684126+1.51499006236j),0.686265288780804
5221,"v2389(2,3)",5.171389667651400659016310728,1.3510885068109042,(0.43067754796+1.12897938413j),(0.498227022925-2.62942301124j),1.683526972568987
5222,"v3283(-3,1)",5.171469893437072862970586504,1.096766022309994,(0.74605328453+2.2647115845j),(0.752619753126-1.87026153105j),0.889938178011105
5223,"v2609(-5,1)",5.171552451501893428724284478,1.1341202410406868,(0.489856423155+1.01526255777j),(0.508363198188-1.71713639252j),1.512452944906345
5224,"v2217(-4,3)",5.171605877228044354693232909,1.2767173705521671,(0.312994806536-1.87252009436j),(0.948291828281-2.43519261947j),1.177824261624183
5225,"v2528(-1,3)",5.171826975238804941327417212,1.1289997778344982,(0.549577875069-1.70710879211j),(0.652521997637+2.57013652577j),1.08393971838671
5226,"v3305(-1,2)",5.172428768697906186835081521,1.1487097036864833,(0.664403916406-2.59502138977j),(0.851239030091+1.38922225238j),0.991592729452178
5227,"v2368(-4,1)",5.172602315754304415404559068,1.1427328760610715,(0.602043214779+2.18808064743j),(0.822110034291+1.87881313459j),0.984207982334339
5228,"v2758(-2,3)",5.173431632618854008351198288,1.1564071157775415,(0.510276055668+2.21020619333j),(0.647059912724+1.84993593291j),1.130263699088796
5229,"v3327(1,2)",5.173507169665957826045631911,1.1489163364783488,(0.909176490639+3.05698988466j),(0.909176490639+3.05698988466j),0.680367712436659
5230,"v2354(-1,3)",5.173567436534325803953427062,1.257055769361314,(0.389290706936+1.46327921764j),(0.633037805094-1.2077732554j),1.634756477605148
5231,"v2497(-2,3)",5.173739298155248822589403932,1.1731500917398421,(0.580326758333-1.45125502356j),(0.867791109862+2.2487483997j),1.110682259109269
5232,"v2971(1,3)",5.174006424901872914979791939,1.1161467374586986,(0.616829686491+2.00591372214j),(0.616829686491+2.00591372214j),1.055429360460891
5233,"s939(-3,2)",5.174064755109344945605513993,1.2463894758321492,(0.429170733995-2.78100075415j),(0.97055469776+2.65633337313j),1.176039728672767
5234,"v2404(3,4)",5.174083047567353673410280605,1.1862480292402884,(0.367837672031-1.70196187119j),(0.556036924116-1.86900040088j),1.332670907989565
5235,"s903(-1,4)",5.174138347991037628789347547,1.1948392666755092,(0.726490618124+1.47032553495j),(1.19432183551+1.86652927471j),0.646926526914411
5236,"s939(-5,1)",5.174492728878054218871088663,1.1835009618594949,(0.439406503168+0.99023245892j),(1.13185757536+2.66550630925j),1.13087822737317
5237,"s949(-4,1)",5.174701181277457149996761584,1.2399033551870764,(0.476897075683+1.37495823999j),(0.803422558626-2.45594653651j),1.29599944985612
5238,"v2281(-5,1)",5.174951327149480124842479789,1.1991766611184265,(0.331866369271+1.14358065712j),(0.423931466824-1.36080593069j),1.750055874393187
5239,"s926(-1,4)",5.175022271241572735594191219,1.1780772013889085,(0.626404506013+2.15218647495j),(0.656726801516-2.41222022996j),1.054045345039841
5240,"v2438(3,2)",5.175191052800194044783219107,1.2392210951939413,(0.94680879264-1.74185454761j),(1.16689399538+1.52470651213j),0.717739304165618
5241,"s952(-4,1)",5.175230582596977610906843351,1.1891720512374191,(0.498805121876+1.47542096617j),(0.738857345009-2.48102191401j),1.212882971386387
5242,"s899(-2,3)",5.175299175526561421725229702,1.4008202811010417,(0.522910389586+2.87932227972j),(0.522910389586+2.87932227972j),1.571706794880438
5243,"v2473(-5,1)",5.175309808378004897743125544,1.2701947861127383,(0.408810328324+1.01245542767j),(0.517504278722+2.00448125091j),1.694152062209546
5244,"v2486(1,3)",5.175425636649409572794767219,1.2142973194861701,(0.416921163406+2.03020955575j),(1.08013173492+2.50067258386j),0.925693926513821
5245,"v2497(-3,2)",5.175938303913035298861037902,1.1832794289736588,(0.51445001544-1.4414546768j),(0.872364506757+2.30369970892j),1.151873708322037
5246,"v2984(4,1)",5.176137387632612214796498635,1.2303340497037001,(0.592179337152-1.29124468675j),(0.797493968879+1.18280259604j),1.466622973674907
5247,"v2354(4,3)",5.176287561521826623738211734,1.2334189155171904,(0.437277579423+1.36761045191j),(0.718198275617-1.35511435307j),1.519692773012864
5248,"v2412(3,4)",5.176788543646815006015683868,1.210126202094886,(0.362102590635-1.68165657927j),(0.599862344902-1.98813078938j),1.333657642926586
5249,"v2446(-2,3)",5.176805230979524576493541338,1.286493818265559,(0.404475225948+2.4016177816j),(0.472464669663-1.71269421355j),1.391617740052586
5250,"v2411(-1,4)",5.177088882308568695843124500,1.1208535050983925,(0.713711307698-2.26829159118j),(0.805252454291+2.02819822921j),0.891304997518544
5251,"s903(4,3)",5.177253919794058789905938346,1.0935543390156357,(0.778929019847+1.43952693709j),(1.0231156465+2.01706553608j),0.722516243632082
5252,"v2203(-4,3)",5.177363805828504397601903416,1.2243274040845549,(1.20239550701+0.762887522256j),(1.20239550701+0.762887522256j),0.349341913249143
5253,"v2202(4,3)",5.177363805828504397601903416,1.1795915169203948,(0.543875038408+1.64948808j),(1.04031965765+2.61932765791j),0.938266523192485
5254,"s900(-4,3)",5.177363805828504397601903416,1.4797034090369408,(0.582441916677+2.73963657539j),(1.47500218031-1.56817309969j),0.747176592554825
5255,"s897(-4,3)",5.177363805828504397601903416,1.3293791810716296,(1.15090420693-2.42662162249j),(1.26337539621+1.37584788527j),0.583151306722261
5256,"v2689(-4,1)",5.177774381657106291740706976,1.0963517097844671,(0.636703182868-2.08695400111j),(0.860021115646-1.96726004885j),0.876374498569825
5257,"v2274(-1,3)",5.178393039260035201066040161,1.300905683743479,(1.26923301372+2.98144068536j),(1.30090568374-0.451184741227j),0.0
5258,"v2274(1,3)",5.178393039260035201066040161,1.303286809074905,(1.087070145+1.72276844987j),(1.22010748652-0.429933661979j),0.78489748718707
5259,"v2201(3,4)",5.178430141730249284997571708,1.1299040078959504,(0.442394045608-1.45542663757j),(0.799982646075+1.86512819184j),1.183930070802795
5260,"s949(4,1)",5.178553325906953349059250313,1.2268902740881784,(0.469914787265-1.37628033367j),(0.701457123935-2.51012338312j),1.320877279655682
5261,"v2573(-4,1)",5.178613623199878567821413814,1.1318174572718287,(0.937785678859-1.24399140868j),(1.00428700715-2.06618698918j),0.721785962641211
5262,"v2209(-5,1)",5.178613623199878567821413814,1.2284621286942501,(0.578750169718-1.7517561921j),(0.924253704718-2.31179822996j),1.079543952026005
5263,"s899(5,2)",5.179065563210845667998646294,1.3623748614150022,(0.309252258533+2.78491734581j),(0.643583789647+2.80233113117j),1.744091530930477
5264,"v2238(-1,3)",5.179234767367325380367682700,1.0839641997634026,(0.728930431081-2.55451664819j),(0.728930431081-2.55451664819j),0.814401450659831
5265,"v2380(-3,2)",5.179326170468580348333573551,1.1943105872800588,(1.00335893102-2.08984897667j),(1.10487716283+2.73193843666j),0.565968600713062
5266,"v2381(3,2)",5.179326170468580348333573551,1.12449874788492,(0.610338513623+2.01659716147j),(1.00335893102+2.08984897667j),0.806314210099257
5267,"v2584(5,1)",5.179327337429729431611801806,1.134309749529282,(0.553726380299-2.07394383726j),(0.872071471623-2.23512231829j),0.937012005388427
5268,"v2756(3,1)",5.179509521652701915272751494,1.1683068885955401,(1.06939008494+1.7946338214j),(1.06939008494+1.7946338214j),0.534446056789517
5269,"v2335(7,1)",5.179554194182002299725043915,1.1778038812955656,(0.335584787562-0.812438309948j),(0.593749599354+3.05499669375j),1.638308572602785
5270,"s902(-1,4)",5.179606127790061464998654625,1.1708645791956305,(0.628741857305+2.11904069563j),(0.783923982017+2.09695793222j),1.01921806425729
5271,"v2698(2,3)",5.180134376999165387953200951,1.084665206049785,(0.759222240706+2.99030647491j),(0.83355406362-2.50253228045j),0.731405858583621
5272,"v2878(-4,1)",5.180223597712167578437966986,1.145534981778161,(0.564998502319+1.4873863018j),(0.66683711737+2.02651030036j),1.195690143011969
5273,"v2238(1,3)",5.180832521678916811821007442,1.100519377507905,(0.710072609971-2.55398704277j),(0.710072609971-2.55398704277j),0.854540281918499
5274,"v2417(-3,2)",5.180875685105527446926173948,1.2658756398572277,(0.441637752434-1.76416872174j),(0.970662447129+1.92804667642j),1.179517318706531
5275,"s909(-5,2)",5.181072703180758812581196695,1.177011498061749,(0.31528827324-2.61428340773j),(0.8736435768+2.02149267347j),1.239863543605129
5276,"v2504(3,2)",5.182215530767925094251647693,1.1232539338674128,(0.399699023338+2.88129259954j),(0.758837567149+1.38896050776j),1.358849486901407
5277,"v2515(1,3)",5.182428114570993534714914941,1.2029170525278927,(0.408733060088+1.85467158978j),(0.471755412461-1.60928068216j),1.395700659510605
5278,"s958(4,1)",5.182472796529832049958732168,1.1838889572143774,(0.913106458032+2.51734362188j),(1.02303546121+1.6947355793j),0.728740914131069
5279,"s901(1,4)",5.182478919504270651981800319,1.196214159420627,(1.07384613617+1.22167352894j),(1.19621415942+1.21033185996j),0.026278962862217
5280,"s933(1,3)",5.182953548204068687670767384,1.1872093700765312,(0.743436926727+2.09090050059j),(0.743436926727+2.09090050059j),1.016151674264905
5281,"v2307(-4,1)",5.183091574293569681975528545,1.1862571105167137,(0.346824275597+1.39093209462j),(0.920201080157+1.54066595772j),1.284263057388566
5282,"v2395(3,2)",5.183106936260690039557742600,1.1571978032325527,(0.605578325028-2.20524472484j),(0.961703256743+2.4720032129j),0.858362855464287
5283,"v2237(-1,3)",5.183207455926916586194890554,1.2772599982214243,(0.738584380165-2.8618294322j),(1.27309058193+2.8364363979j),0.562768757887873
5284,"v2262(4,3)",5.183209153729851293891009719,1.1149798858401421,(0.611966038724-2.5347391934j),(0.912637538874+2.06348000363j),0.826000111869557
5285,"v2641(-6,1)",5.183277469337400183600177168,1.1373589742801322,(1.0135643163-2.93310800997j),(1.06175343115+2.01810867453j),0.468930577993573
5286,"v2642(-6,1)",5.183277469337400183600177168,1.1869830247297328,(0.489095699443+0.866080274477j),(1.06330167386+0.921172539382j),1.407293170479052
5287,"v2254(-4,3)",5.183293492950609638456446953,1.1246352773334791,(0.839686647224+1.50540248331j),(1.01071066482-2.35003556012j),0.733695036541227
5288,"v2221(-4,3)",5.183338914335044098168214494,1.180436901823011,(0.587889622494-2.64621756571j),(1.13181834852+2.37692926358j),0.686456292702635
5289,"v2599(4,1)",5.183421572979257600727858386,1.1004478203331463,(0.450689058071-1.47397610341j),(0.536854701125-1.62391654853j),1.311730676151257
5290,"v2320(-5,1)",5.183484124762163062432281104,1.0961106815269896,(0.34472832885+1.03930402251j),(0.96815365295+2.4086756814j),1.173495641433878
5291,"s936(-4,1)",5.183741088400179655038435807,1.2142305764021977,(0.818862781774-2.31768142205j),(0.839038865085+2.31952884107j),0.924310970194082
5292,"v3142(3,1)",5.183850410366046126016127401,1.1058632869403171,(0.705192471508-1.45092742339j),(0.847339166667+2.32316023229j),0.942987955223194
5293,"v2772(2,3)",5.183935960970814279310586772,1.1805977894631916,(0.545878232797-2.36812838162j),(0.601148588522+2.08641092634j),1.116768720984197
5294,"v2738(3,1)",5.183949473322120924407484435,1.298319581301054,(0.510383610004-1.62252919067j),(0.627193544528+2.38819858929j),1.356814606999694
5295,"v3188(-1,2)",5.183995717886649952078684140,1.1414845030526817,(0.739384491204-2.91647916205j),(0.925932283427-1.23213897923j),0.895318461438302
5296,"v2437(-3,2)",5.184251273155101569991041271,1.3227439819517608,(0.369039065201-2.85266028977j),(0.521007070413-2.86915945289j),1.755646526932487
5297,"v2428(-2,3)",5.184922876025042733114016645,1.0999917595192037,(0.662783348005-2.44446306519j),(0.777194363988-2.44009732061j),0.854177512740511
5298,"s904(-1,4)",5.185137712803505316885523103,1.2043901731433702,(0.30263788087-1.41126708027j),(0.631224058961-1.94216485512j),1.422173275389063
5299,"s909(2,3)",5.185239732755054360848196301,1.1765997405177993,(0.560735299534+2.12056987654j),(0.754945191067-1.97720548384j),1.080784032101333
5300,"v3001(3,2)",5.185527858482832475909643833,1.1484606933265145,(0.601335324241+2.32088222394j),(0.871217315578-2.18925906495j),0.916465521417049
5301,"v2673(-3,2)",5.185898527749012327952018818,1.2000102429577251,(0.506551256778-2.22993135352j),(0.773122090544+2.40096294058j),1.063576292881882
5302,"v2430(-4,3)",5.186816250330510876035451920,1.1508378550216487,(0.650964394996-2.44646981781j),(0.853625220477+2.39331112321j),0.887872814547552
5303,"s951(2,3)",5.187346779397372624475623347,1.249167050063847,(1.15286781419-1.47147842888j),(1.24916705006-1.57635562751j),0.074130793661544
5304,"v2889(1,2)",5.187393525785205544213251211,1.2230171163967456,(0.686917727496+2.16239319034j),(0.686917727496+2.16239319034j),1.098209938735595
5305,"v2824(-3,2)",5.187470580233052261821924872,1.1135248148051748,(0.893800860452+2.9876345188j),(0.926199437484-2.22064402972j),0.647700216497725
5306,"v2503(-3,2)",5.187539992686346081457240978,1.083470704129893,(0.759742939923+2.14256650726j),(0.860833162711-2.66267838964j),0.746416622293589
5307,"v2447(-1,3)",5.187577967850907276201400544,1.2097716908689828,(0.60210236841+2.42478281684j),(1.11293499287-1.98705641739j),0.801714333492919
5308,"s907(2,3)",5.187644773331786079888454665,1.1320200309585429,(0.695773787109+3.1168990468j),(0.908508921173+2.63057459038j),0.773366081609753
5309,"v2242(-7,1)",5.187851467226373130116020625,1.0792223078860501,(0.316848727888+0.818733205221j),(0.912780404686-1.57947034516j),1.416768470214577
5310,"v2422(3,2)",5.188031614020345270487242776,1.1339885217994767,(0.598639536615+2.2136918434j),(0.918696350055+2.3240394965j),0.864877596635196
5311,"v2218(-5,2)",5.188236427771019461672939531,1.1114881726142072,(0.30585744501-2.82377512726j),(0.606959380727+1.11740068603j),1.707608814951108
5312,"v2872(3,1)",5.188590998409463878457362929,1.2319071644134074,(0.555116932295-1.66127522847j),(0.749551426233-1.4645934159j),1.33719776344291
5313,"v2673(3,2)",5.188601910817177990808980657,1.1619465561529541,(0.530764436574-2.2182447305j),(0.957168790838+2.41245802535j),0.8957529410958
5314,"v2638(4,1)",5.188721902166361201764924534,1.1218641352615613,(0.443228076608-1.26023243782j),(0.793494064719+1.1993451499j),1.366497864430404
5315,"s925(-3,2)",5.188818596169059834238294910,1.2029137312322367,(0.776361060909+2.11212900681j),(0.803180843474+2.35390729876j),0.965187475077031
5316,"v3056(1,3)",5.189035164285791893072976498,1.1131490540019806,(0.853145400006+2.8112509627j),(1.08898335756-3.05218968949j),0.461396690449912
5317,"v2772(3,2)",5.189387801551316513685118527,1.1989442709122546,(0.522760713122+2.37380911264j),(0.63415320433+2.21273318324j),1.117675762897143
5318,"v2909(-3,2)",5.189841353971592853588120158,1.116639129408463,(0.897417223857+3.05092420111j),(0.99493107215+1.46394194674j),0.644406597383123
5319,"s905(-5,1)",5.189989224276663670849716376,1.2172316919165735,(0.528775798866-2.00475032051j),(0.906314125311-1.80716887089j),1.0944791426541
5320,"s950(-4,1)",5.190388808003114921358860427,1.1990441965521392,(0.483676479703+1.6080225056j),(0.603174209665-2.55790985956j),1.240397264115425
5321,"v2334(-5,1)",5.190436509448833604398009705,1.3005313125018199,(1.07965488403-0.313964108933j),(1.07965488403-0.313964108933j),1.291234961724331
5322,"v2307(3,4)",5.190483778489424355751625621,1.1937130506747509,(0.44341184294-2.56658972513j),(0.773565354514+1.64438103808j),1.143135517170978
5323,"v2388(5,2)",5.190609447415391397840220563,1.2276766594650432,(0.354134916672+2.69017661356j),(0.46052844261+1.05614164279j),1.803190365976413
5324,"v2344(-5,1)",5.190648669965122620164355577,1.1299055371537539,(0.345998234244+1.05511369901j),(0.541451112277+1.22350558268j),1.686134887625547
5325,"v3347(3,1)",5.190775187373484276603987668,1.203622178846141,(0.80086674026+1.75871782111j),(1.05032584059+1.52359405782j),0.895103251326192
5326,"v2293(4,3)",5.191073089017326557269119661,1.457197992978861,(0.567160640385+2.66301690125j),(1.45393069597-2.92899890204j),0.723446853949697
5327,"s917(-1,4)",5.191121940591586321340167106,1.1073094566006885,(0.717188894346-1.53507452336j),(1.05910043301-1.84849873812j),0.730400682096591
5328,"v2315(-3,2)",5.191697791855326202845725912,1.2313711743822513,(0.405375592797+1.20031678425j),(0.608317067356-1.83714011308j),1.541739114057483
5329,"v3100(3,1)",5.191996029550773017962451081,1.1082134443791254,(0.838348130987-2.76700064357j),(0.92860400577+1.94257551955j),0.69531642204182
5330,"v2988(-1,3)",5.191999118579221981995706024,1.099810242298624,(0.733111598402-2.87528458004j),(0.80616675384+2.51688643963j),0.783634400326743
5331,"v2322(2,3)",5.192055288438365478732421294,1.1764215795262807,(0.358687281152+2.65624926889j),(0.838007947834+2.55640188427j),1.185880885812178
5332,"v2557(3,2)",5.192180729374404100681413602,1.3457805323746499,(0.424864513181+2.70273940605j),(0.504750926559+1.40531820827j),1.708062052761539
5333,"v2508(6,1)",5.192276498593169199304901229,1.0827948174395263,(0.393210607379-0.942360351755j),(0.735654403926+3.02031324887j),1.323242506670154
5334,"s908(4,3)",5.192351117404247786679131320,1.202277696255917,(1.11392203879+1.20663276394j),(1.20227769626+1.15556415867j),0.201448615458027
5335,"v2947(-5,1)",5.192574984155362830596214713,1.1407699092171686,(0.590428959151+0.89838344836j),(0.810575677646-2.46652752864j),1.283602755545489
5336,"v2974(4,1)",5.192695148034546372684554070,1.2249270561758001,(0.640523537164-1.51316001298j),(1.09381841777-0.886625751694j),1.103263379281127
5337,"v2460(5,1)",5.192728462688705557744006202,1.1048969514212115,(0.393579878625-1.19496350928j),(0.539810503396-1.69849485192j),1.424862772406632
5338,"v2365(-6,1)",5.192912618799664647800622009,1.2444569082149444,(0.342100820941+0.899392603338j),(0.438769866245-2.73326246339j),1.856382099245441
5339,"v2932(3,1)",5.192979772218792245535372951,1.1217790739915294,(1.08156767897-1.67043654443j),(1.08156767897-1.67043654443j),0.349606000913792
5340,"v2315(-2,3)",5.193101243147268489568765234,1.2374988011900847,(0.380343331434+1.21012556027j),(0.646626193649-1.8525076211j),1.536898922557279
5341,"v2486(-5,1)",5.193323289862906509212838196,1.2835363925043228,(0.48653700877-2.66042338052j),(1.20454448106+2.2369981907j),0.859120374256174
5342,"v2274(-5,2)",5.193846441702451234033419825,1.2866723637332047,(0.330635521631-2.74516418266j),(1.27167503416-2.31459279564j),1.095921310643737
5343,"v2274(5,2)",5.193846441702451234033419825,1.2689726133098269,(1.087070145+1.72276844987j),(1.15816889712-0.241149756378j),0.828448872873883
5344,"v2824(4,1)",5.194214571520112044514895549,1.0800399857583591,(0.577304362661-1.3467485661j),(0.902275040059-1.67148651131j),1.015353415520447
5345,"v2442(-4,1)",5.194296353072777319676018514,1.16053619985653,(0.610721369459+1.27233451707j),(1.15547537494-3.08804230176j),0.775976705206888
5346,"s935(-1,3)",5.194375230862999799899150897,1.2352619617278719,(0.435390666495+2.2102463539j),(0.675278336838-2.35848611859j),1.172506957037661
5347,"s909(-1,4)",5.194559666775662480232367563,1.1628736859951847,(0.621757934842+2.18172428733j),(0.700913485576-2.08656223487j),1.046292202108327
5348,"v2384(-1,3)",5.194588680933683318248271811,1.1906943991877779,(0.492479171099-1.65996713904j),(0.800773988672+2.18421475849j),1.160863290683801
5349,"v2491(-6,1)",5.194629883397503293209982410,1.1099186568008403,(0.379838022387+0.932569810351j),(0.924729561317+1.4713871103j),1.36464510530398
5350,"s954(3,2)",5.194741085106245190690150524,1.2159122854335018,(0.64176861168-2.12096806235j),(0.716827394155+2.29413047898j),1.085920865298516
5351,"v2491(3,2)",5.194991640439976425188399093,1.1184999557560009,(0.386516370268+2.8825857692j),(0.786246030453+1.39276907573j),1.365796614425113
5352,"v2623(-6,1)",5.195287377880879459958655684,1.0673185181577534,(0.46591373636+0.855498888611j),(0.839792358945+2.83063568059j),1.249697791352603
5353,"s912(9,1)",5.195591534113708123405459981,1.1068397121968208,(0.322453490581-0.525435492708j),(0.322453490581-0.525435492708j),2.726877551997927
5354,"v2320(4,3)",5.195700539404848612235826036,1.2243143588926884,(0.768163509674+2.57675691918j),(0.935332500206-1.96963250615j),0.917718772226103
5355,"v2272(-7,1)",5.195933744685868994781252815,1.1233170498514842,(0.309132277326+0.817471137865j),(0.663838004785-2.9885835018j),1.547746199088269
5356,"v3092(3,2)",5.196095071212729641357327288,1.3972335969574881,(0.640062503971+2.64815785069j),(0.640062503971+2.64815785069j),1.252462382941838
5357,"v3347(-3,1)",5.196095071212729641357327288,1.3662942355400229,(0.872778046202+1.6723282469j),(0.883048230183-2.75207606793j),1.143267910824441
5358,"v2656(5,1)",5.196196502469133533556765241,1.1041885082925524,(1.00850920141+2.79583821955j),(1.01062908102+2.18870122991j),0.451950079177932
5359,"v2413(3,2)",5.196275877223519250040099645,1.1939879882590303,(0.965684886902-1.95213769352j),(1.05926261212+2.39022752519j),0.666754170938728
5360,"s951(4,1)",5.196300953916233600479775685,1.1863333544307599,(0.487467514502-1.50665006839j),(0.749487159102+2.4192947214j),1.203682415575963
5361,"v2486(-1,3)",5.196335782251027703619111751,1.2570728673509264,(0.384153942243-2.00531741744j),(1.15370071667+2.36273412045j),0.937712963719039
5362,"v2359(-4,1)",5.196409601222512555963778386,1.1719718982272855,(0.3469393324+1.42004369148j),(0.669231764318+1.92869314017j),1.348948639866793
5363,"v2802(-3,2)",5.196846099761255000834781283,1.1017862456970928,(0.867612675342-2.79911296848j),(1.06230221762+2.66704265044j),0.476365386956328
5364,"v2442(-2,3)",5.197335946194298582669269227,1.1632328333511961,(0.628866712932+1.22493049258j),(1.15052627517-2.89790744423j),0.813554715272791
5365,"s932(-4,1)",5.197512114367033614157992138,1.1009400788374415,(0.724576872549-1.92934216553j),(0.724576872549-1.92934216553j),0.950556468301922
5366,"v2393(1,3)",5.197612683225953354407099218,1.1873362140712704,(0.66501233947+1.87463761359j),(1.05012055896+2.10207326233j),0.868392791130863
5367,"v2552(5,1)",5.197630371857689499865401246,1.1327140909611992,(0.405857917784-0.940903865136j),(0.988092756983-1.48330885845j),1.319315217616841
5368,"s921(2,3)",5.197737804818194131358719259,1.3903634260798088,(0.68492210354+1.56793259364j),(1.09300280017+1.68127278926j),1.264987078540822
5369,"v2910(-3,2)",5.197935760419979123131365045,1.1496752419290057,(0.84507476756+2.98924707639j),(0.976661561318+2.04841101581j),0.708177443892356
5370,"v2339(-5,1)",5.197999116626437638884108721,1.2221733337893972,(0.335200578933+1.11046183145j),(0.468234692007-1.28082867722j),1.813018276808337
5371,"v2547(-6,1)",5.198002805216105850967622281,1.201681043618025,(0.406543769655+0.921070930186j),(0.538879575797-1.93370076719j),1.661249021298074
5372,"v2395(2,3)",5.198125887871748461238396813,1.1535793913468866,(0.615854109414-2.15040524495j),(0.978839692516+2.45271279563j),0.842062206928631
5373,"v2322(-5,2)",5.198178251001277671573436354,1.1886122406444888,(0.442638232048+2.65029319093j),(0.907682551431-1.93517171684j),1.048725504753424
5374,"s916(-6,1)",5.198262430571792596353602732,1.2538200363319034,(0.722075286462-2.72698107019j),(0.722075286462-2.72698107019j),1.021737529138744
5375,"v2346(-6,1)",5.198262430571792596353602732,1.1361120819778416,(0.33252055975+0.991013399364j),(0.61718674749-1.18642519713j),1.708029153503767
5376,"v2345(-6,1)",5.198262430571792596353602732,1.2637223965142081,(0.33252055975+0.991013399364j),(0.617186747489+1.95516745646j),1.708029153504173
5377,"v2523(1,3)",5.198287195661980242924457158,1.2580280329506128,(0.3951752686+1.74825715494j),(0.958846806231+2.53792807569j),1.146598314361946
5378,"v3106(3,1)",5.198433660442561125403410329,1.187760441125031,(1.18776044113+1.0413183761j),(1.18776044113+1.0413183761j),0.0
5379,"v3110(-3,1)",5.198433660442561125403410329,1.145802362705558,(0.794173998352+3.00300606897j),(0.820243424037-1.74187825839j),0.881373587019542
5380,"v3103(4,1)",5.198433660442561125403410329,1.2333014906265953,(0.794173998352-3.00300606897j),(0.794173998352-3.00300606897j),0.922046181342733
5381,"v3102(-1,3)",5.198433660442561125403410329,1.2333014906265984,(0.794173998351+3.00300606897j),(0.794173998352+3.00300606897j),0.922046181342742
5382,"v3505(3,1)",5.198433660442561125403410329,1.291512013979162,(0.988781417059-0.465968488553j),(1.29151201398+2.37866687681j),0.64115122246675
5383,"v3077(5,1)",5.198433660442561125403410329,1.2921237378127874,(0.67626696939-0.794704029128j),(0.67626696939-0.794704029128j),1.977562834118155
5384,"v2959(-3,1)",5.198433660442561125403410329,1.202681201656205,(0.604825430451+1.61065882474j),(1.09384129228-2.63604578659j),0.908394746335905
5385,"v3320(-1,2)",5.198462122908695122770223377,1.18923267613455,(0.847642921167-2.9207689883j),(0.847642921167-2.9207689883j),0.814702887571745
5386,"v2413(-4,3)",5.198750269479678988675880056,1.1181864850005789,(1.04253929646-2.34299290677j),(1.10299858642-2.019367738j),0.304575266922564
5387,"v2808(-5,1)",5.198916578702373640748253170,1.2250449173134454,(0.425329950249+2.74675497567j),(0.513936949904+1.08537559245j),1.658339804446944
5388,"v2308(2,3)",5.198916578702373640748253170,1.4027268470299445,(0.425329950249+2.74675497567j),(0.513936949904-2.05621706114j),1.658339804445187
5389,"s942(5,1)",5.198992942923359508779375260,1.1716642692009032,(0.417864271038-1.01682778009j),(1.1398502576+3.0679976034j),1.079008229428386
5390,"v2689(-3,2)",5.199100458654018580196792957,1.1302355443760228,(0.69451110486-2.14657455667j),(0.884340189876-2.05539667576j),0.870611820247029
5391,"v2997(-1,3)",5.199200572034320575207369444,1.2107343427956085,(0.571870176732+2.76469351748j),(0.772810670082+1.35476048643j),1.173475475681008
5392,"v2417(-4,1)",5.200150895011056863088260955,1.2526426443336214,(0.36804598992+1.33243380817j),(1.05803366045+1.97101337321j),1.242717613520315
5393,"s933(-4,3)",5.200181720232977103384014275,1.1701291609429159,(0.61942832912+2.22649174195j),(0.61942832912+2.22649174195j),1.069647368610197
5394,"s924(-2,3)",5.200514343889213705691418059,1.2817019931572808,(0.611104043502-1.44962436787j),(0.705993219677+2.57242306663j),1.301911218145636
5395,"v2623(-3,2)",5.200580916047943505873261919,1.1614156351928688,(0.429742338209-2.93102792173j),(1.00137360661-1.60031902658j),1.141157509348592
5396,"v2759(-3,1)",5.200723713644593903398311905,1.1039181170565815,(0.51576409541+1.63139917087j),(0.51576409541+1.63139917087j),1.256510152008916
5397,"v3427(3,1)",5.200723713644593903398311905,1.10391811705656,(1.03152819082-3.02038696543j),(1.03152819082-3.02038696543j),0.377655605397734
5398,"v2671(-2,3)",5.200723713644593903398311905,1.1926728813047585,(0.921007206959+1.22753865902j),(1.16840013343+1.54348922919j),0.673056290217117
5399,"v2381(-1,4)",5.200735426672544948099727487,1.1269325906888032,(0.606290196938+1.90947950542j),(0.998469982961+2.17172062884j),0.828767560632958
